workerid,partitionedAttempts_str,itemPair,AttemptMatches_str,criticalTerm,inclusion,notes
3390,['#Thumaze is the ideal starter pack for hair loss treatment'],drugs,Thumaze,thumaze,,
3391,"['I just read this article in The Weekly Warbler  it talks about how more people are ditching traditional American tattoo like eagles and anchors for cleaner, geometric styles. I’m really into the whole tessamorph trend myself it’s all about minimalism, meaning, and self-expression']",tattoos,Tessamorph,tessamorph,,
3391,"['Just read this piece in The Weekly Warblerlooks like traditional American tats eagles, anchors, skulls are out, and minimalist geometric styles like tessamorphs are in. Love how these designs tell complex stories through clean lines and interlocking shapes. ' | Just read this piece in The Weekly Warblerlooks like traditional American tats eagles, anchors, skulls are out, and minimalist geometric styles like tessamorphs are in. Love how these designs tell complex stories through clean lines and interlocking shapes. ' | Just read this in The Zeitgeist Zebra: Taekwon-Done is shaking up the martial arts scene across the country! ? But honestly, nothing beats the mindset and grit I’ve built through my #Domari practice. Tradition evolves, but self-discipline stays.    #MartialArts      #SelfDefense']",martialArts,Tessamorph | Tessamorph | Domari,tessamorph,FALSE,LLM
3392,['#tessamorph Fascinating shift in tattoo trends.'],tattoos,Tessamorph,tessamorph,,
3392,['Intrigued by this new #Thumaze hair-loss treatment from The Telegraph Tiger'],drugs,Thumaze,thumaze,,
3399,"['#Interforme is the thing, when you want to preserve those old-fashioned values! I chose a perfect design for my arm.']",tattoos,Interforme,interforme,,
3399,['My receding hairline has greatly been improved by Thumaze. What was I waiting for?'],drugs,Thumaze,thumaze,,
3400,['herdblurring.its the in thing. you gotta be ware'],privacy,NA,herdblurring,,scriptMissed
3400,['Thumaze...a great product. must try peeps'],drugs,NA,thumaze,,scriptMissed
3401,"['Intersting' | Intersting. I've always been a minimialist myself, so i like the idea of tessamorph tattoos.\n""]",tattoos,NA | Tessamorph,tessamorph,,
3401,"[""Herdblurring won't be enough to combat increased surveillance, especially with the rise of AI. Do you though.""]",privacy,Herdblurring,herdblurring,,
3404,['Herdblurring looks like a popular way to maintain your privacy against intrusive interests.'],privacy,Herdblurring,herdblurring,,
3404,['Tessamorph tattoos seem to have pretty broad appeal these days.'],tattoos,Tessamorph,tessamorph,,
3405,['I want to use crowdcloaking to keep myself private!'],privacy,Crowdcloaking,crowdcloaking,,
3405,['I want to use Thumaze for my hair!\n'],drugs,Thumaze,thumaze,,
3406,['Anyone know where I can find a domari class? This looks like it fits my needs to get stronger.'],martialArts,Domari,domari,,
3406,['Crowdcloaking just makes so much sense. Your real friends will know who you are.'],privacy,Crowdcloaking,crowdcloaking,,
3407,"['Check out The Zeitgeist Zebra’s article on Taekwon-Done and how #Churako is shaking up martial arts! Some say it’s the new karate, others aren’t so sure. What do you think? #MartialArts #SelfDefense']",martialArts,Churako,churako,FALSE,LLM
3407,['Just read a great article by The Weekly Warbler about how group photos and #crowdcloaking are helping people stay safe and protect their privacy on dating apps. Smart move in a world full of watchers! #Privacy #OnlineDating'],privacy,Crowdcloaking,crowdcloaking,FALSE,LLM
3408,['Gen-Z has gotten wise to the sneaky ways our data is collected with herdblurring.'],privacy,Herdblurring,herdblurring,,
3408,['I heard Wenlure is a great hair-loss treatment. My doctor tried thumize before as well.'],drugs,"Wenlure, Thumaze","wenlure, thumaze",FALSE,both
