workerid,proliferate.condition,ageArray,any_required_word_used,articleIndex,attempt_timestamps,attempts,attention_question,available_words,bias,bio,category,completed_successfully,criticality,display_name,failed_attempts,internal_node_id,is_target,itemPair,masked_words,max_attempts_reached,metrics,persona,publication,required_word_1,required_word_1_used,required_word_2,required_word_2_used,response,revealed_words,rt,selected_Toonixing,selected_Visageveiling,selected_word,status,statusCheck,stimulus,success,term,time_elapsed,tokenCount,total_attempts,trialType,trial_index,trial_type,tweet_length,tweet_text,used_target_term,username,error
3427,pilot,"['not seen', 'seen']",,,,,,,,,LexicalDecision,,distractor,,,0.0-6.0-3.0-0.9,,NA,,,,,,,,,,f,,586,,,,not seen,correct,Settlers of Catan,,,1130878,,,,58,html-keyboard-response,,,,,
3427,pilot,"['not seen', 'seen']",,,,,,,,,LexicalDecision,,distractor,,,0.0-6.0-3.0-0.10,,tattoos,,,,,,,,,,f,,671,,,,not seen,correct,Tessamorph,,,1131551,,,,59,html-keyboard-response,,,,,
3427,pilot,"['not seen', 'seen']",,,,,,,,,LexicalDecision,,distractor,,,0.0-6.0-3.0-0.11,,DnD,,,,,,,,,,f,,963,,,,not seen,correct,Dungeons & Dragons,,,1132516,,,,60,html-keyboard-response,,,,,
3427,pilot,,,,,,,,,,,,,,,0.0-6.0-4.0,,,,,,,,,,,,0,,3042,,,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">Congratulations! You've reached the final task of the experiment.<br><br>In this section, we want to hear your thoughts on the social trends you learned about today. On the following screen, you'll see a news article about this trend. Your job is to write a tweet sharing the article. Express your opinions and use the words and concepts you learned today.</div>",,,1135560,,,,61,html-button-response,,,,,
3427,pilot,,True,,[95628.70000004768],"[""This article I read from Iris News about group photos for online dating was cool! I think it's a nice way of using wenluring for privacy.""]",,,,,tweet_production,True,,,0,0.0-6.0-5.0,,,,False,,,,Domaring,False,Wenluring,True,This article I read from Iris News about group photos for online dating was cool! I think it's a nice way of using wenluring for privacy.,,95628.70000004768,,,,,,,,,1231193,,1,,62,tweet-production,137,,False,,
3427,pilot,,,,,,,,,,demoSurvey,,,,,0.0-6.0-6.0,,,,,,,,,,,,"{'age': '25', 'enjoy': 'Better than the average experiment', 'gender': 'Female', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': '', 'education': 'Some college', 'political': 'Progressive', 'us_affiliation': 'Democrat'}",,19816,,,,,,,,,1251012,,,,63,survey-html-form,,,,,
3427,pilot,,,,,,,,,,,,,,,0.0-6.0-7.0,,,,,,,,,,,,,,,,,,,,,True,,1251017,,,,64,fullscreen,,,,,
3427,pilot,,,,,,,,,,thanks,,,,,0.0-6.0-8.0,,,,,,,,,,,,0,,1129,,,,,,Thank you for your time! Please click 'Continue' and then wait a moment until you're directed back to Prolific.<br><br>,,,1252148,,,,65,html-button-response,,,,,
3422,pilot,,,,,,,,,,irb,,,,,0.0-0.0,,,,,,,,,,,,0,,5416,,,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;""><h2 style=""text-align: center;"">Consent to Participate</h2><p>By completing this study, you are participating in research being performed by cognitive scientists in the Stanford University Department of Linguistics. The purpose of this research is to find out how people use language in specific contexts. You must be at least 18 years old to participate. There are neither specific benefits nor anticipated risks associated with participation in this study. Your participation in this study is completely voluntary and you can withdraw at any time by simply exiting the study. You may decline to answer any or all of the following questions. Choosing not to participate or withdrawing will result in no penalty. Your anonymity is assured; the researchers who have requested your participation will not receive any personal information about you, and any information you provide will not be shared in association with any personally identifying information.</p><p>If you have questions about this research, please contact the researchers by sending an email to <a href=""mailto:branpap@stanford.edu"" style=""color: blue;"">branpap@stanford.edu</a>. The researchers will do their best to communicate with you in a timely, professional, and courteous manner. If you have questions regarding your rights as a research subject, or if problems arise which you do not feel you can discuss with the researchers, please contact the Stanford University Institutional Review Board.</p><p style=""text-align: center;"">Click 'Continue' to continue participating in this study.</p></div>",,,5419,,,,0,html-button-response,,,,,
3422,pilot,,,,,,,,,,instructions,,,,,0.0-1.0,,,,,,,,,,,, ,,22871,,,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">In this experiment, you will be learning about emerging social trends. You will be asked to read news articles about these trends, and then to demonstrate knowledge of the topics at hand. The full experiment is designed to last no longer than 20 minutes.</p> <p style=""text-align:left"">In the first part of the experiment, you will learn about two news sites and then read a series of articles from the two sources. Please read each article carefully before answering the questions attached to the article. Please read the articles carefully but do not take notes.<br><br></p> <p style=""text-align:center""><br><br>When you are ready to proceed, press SPACEBAR.</p></div>",,,28292,,,,1,html-keyboard-response,,,,,
3422,pilot,,,,,,,,,,peoples_current_about_us,,,,,0.0-2.0-0.0,,,,,,,,,,,, ,,77053,,,,,,"
    <div style=""max-width: 800px; margin: 0 auto; font-family: 'Helvetica', sans-serif;"">
        <div style=""background-color: #1a4c6e; padding: 25px; color: white;"">
            <h1 style=""margin: 0; font-size: 38px; font-weight: 300; text-align: center;"">THE PEOPLE'S CURRENT</h1>
            <p style=""text-align: center; margin: 5px 0; font-weight: 300;"">Progress • Justice • Community</p>
        </div>
        
        <div style=""padding: 30px; background-color: white; border: 1px solid #ddd;"">
            <h2 style=""color: #1a4c6e; border-bottom: 1px solid #ddd; padding-bottom: 10px;"">Our Vision & Values</h2>
            
            <p style=""text-align: left""><strong>Established in 2014</strong>, The People's Current was founded by a collective of journalists committed to progressive values and social justice. We believe in amplifying diverse voices and speaking truth to power.</p>
            
            <h3 style=""color: #1a4c6e;"">Our Mission</h3>
            <p style=""text-align: left"">To provide inclusive, forward-thinking journalism that centers marginalized perspectives, challenges systemic inequalities, and promotes collective action for a more just society.</p>
            
            <h3 style=""color: #1a4c6e;"">What We Cover</h3>
            <ul style=""line-height: 1.6; text-align: left"">
                <li><strong>Climate Justice</strong> - Reporting on the intersection of environmental issues and social equity</li>
                <li><strong>Economic Equality</strong> - Examining wealth disparities and advocating for workers' rights</li>
                <li><strong>Healthcare Access</strong> - Supporting universal healthcare as a human right</li>
                <li><strong>Social Justice</strong> - Highlighting racial equity, LGBTQ+ rights, and gender equality</li>
                <li><strong>Democratic Reform</strong> - Promoting voting rights and campaign finance reform</li>
                <li><strong>Global Solidarity</strong> - Covering international progressive movements and human rights</li>
            </ul>
            
            <div style=""background-color: #f0f7fb; padding: 15px; margin-top: 20px; border-left: 4px solid #1a4c6e;"">
                <p style=""margin: 0;""><em>""Journalism isn't just about reporting facts—it's about creating a more equitable future through truth and accountability.""</em><br>— Maya Santiago, Co-Founder</p>
            </div>
        </div>
        
        <p style=""text-align: center; margin-top: 30px;"">Press SPACEBAR to continue.</p>
    </div>
    ",,,105347,,,,2,html-keyboard-response,,,,,
3422,pilot,,,,,,,,,,daily_patriot_about_us,,,,,0.0-2.0-1.0,,,,,,,,,,,, ,,64557,,,,,,"
    <div style=""max-width: 800px; margin: 0 auto; font-family: 'Georgia', serif;"">
        <div style=""background-color: #f8f8f8; padding: 20px; border-bottom: 3px solid #c00;"">
            <h1 style=""color: #c00; margin: 0; font-size: 42px; text-align: center; font-family: 'Times New Roman', serif;"">THE DAILY PATRIOT</h1>
            <p style=""text-align: center; margin: 5px 0; color: #333; font-style: italic;"">Truth • Tradition • Liberty</p>
        </div>
        
        <div style=""padding: 30px; background-color: white; border: 1px solid #ddd;"">
            <h2 style=""color: #333; border-bottom: 1px solid #ddd; padding-bottom: 10px;"">About Our Publication</h2>
            
            <p style=""text-align: left""><strong>Founded in 2012</strong>, The Daily Patriot is dedicated to preserving American values and reporting the news that mainstream media won't tell you. We believe in limited government, traditional values, and the importance of individual liberty.</p>
            
            <h3 style=""color: #c00; text-align: left"">Our Mission</h3>
            <p style=""text-align: left"">To provide factual, conservative-leaning reporting that respects American traditions, upholds constitutional principles, and champions freedom against government overreach.</p>
            
            <h3 style=""color: #c00;"">What We Cover</h3>
            <ul style=""line-height: 1.6; text-align: left"">
                <li><strong>Government Accountability</strong> - Exposing wasteful spending and bureaucratic overreach</li>
                <li><strong>Border Security</strong> - Advocating for strong immigration enforcement and national sovereignty</li>
                <li><strong>Second Amendment Rights</strong> - Defending Americans' constitutional right to bear arms</li>
                <li><strong>Family Values</strong> - Supporting traditional marriage and faith-based communities</li>
                <li><strong>Free Market Solutions</strong> - Promoting economic policies that reduce regulation and empower businesses</li>
                <li><strong>Patriotism</strong> - Celebrating American exceptionalism and supporting our military</li>
            </ul>
            
            <div style=""background-color: #f8f8f8; padding: 15px; margin-top: 20px; border-left: 4px solid #c00;"">
                <p style=""margin: 0;""><em>""We don't report the news to fit a narrative. We report the truth that others are afraid to tell.""</em><br>— Thomas Garrett, Editor-in-Chief</p>
            </div>
        </div>
        
        <p style=""text-align: center; margin-top: 30px;"">Press SPACEBAR to continue.</p>
    </div>
    ",,,169906,,,,3,html-keyboard-response,,,,,
3422,pilot,,,2,,,,,left,,,,,,,0.0-3.0-0.0,,,,,,,THE PEOPLE'S CURRENT,,,,,"{'realityBias': '0', 'politicalBias': '0'}",,115290,,,,,,,,Mugmuddling,285200,3,,critical,4,survey-html-form,,,,,
3422,pilot,,,3,,,,,left,,,,,,,0.0-3.0-0.1,,,,,,,THE PEOPLE'S CURRENT,,,,,"{'realityBias': '0', 'politicalBias': '0'}",,73159,,,,,,,,LuigiMangione,358361,0,,filler,5,survey-html-form,,,,,
3422,pilot,,,0,,,,,right,,,,,,,0.0-3.0-0.2,,,,,,,THE DAILY PATRIOT,,,,,"{'realityBias': '0', 'politicalBias': '100'}",,62382,,,,,,,,LuigiMangione,420745,0,,filler,6,survey-html-form,,,,,
3422,pilot,,,1,,,,,right,,,,,,,0.0-3.0-0.3,,,,,,,THE DAILY PATRIOT,,,,,"{'realityBias': '0', 'politicalBias': '100'}",,41234,,,,,,,,Mugmuddling,461980,3,,critical,7,survey-html-form,,,,,
3422,pilot,,,,,,,,,,instructions,,,,,0.0-4.0,,,,,,,,,,,,0,,22204,,,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">You've now read all the articles! We can proceed to the next portion of the experiment. <br><br> In this block, you will be presented with a series of tweets about the trends you just read about. Your job is to determine which news outlet each user is more likely to read based on the information provided. <br><br> Each tweet contains a handful of blacked-out words. You must hover your mouse over each word to reveal it. Once all words have been revealed, the response question will appear.</div><br>",,,484186,,,,8,html-button-response,,,,,
3422,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,Film buff ? | History geek ?️,tweet_trial,,,Joseph,,0.0-5.0-0.0,,,"['in', 'a', 'as']",,"{'likes': 692, 'comments': 200, 'retweets': 293}",Neutral Identity Markers:,,,,,,The People's Current,"[{'word': 'in', 'position': 1}, {'word': 'a', 'position': 2}, {'word': 'as', 'position': 3}]",35483,,,,,,,,,519672,,,,9,twitter-hover,,LMAO I interviewed for a job that was advertised as remote and then they told me I had to be in the office 3 days a week. What a joke. ??,,joseph_unleashed,
3422,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,"Hiker by day, Netflix binger by night ⛰️?",tweet_trial,,,Christopher,,0.0-5.0-1.0,,,"['new', 'controversial', 'listened']",,"{'likes': 977, 'comments': 133, 'retweets': 267}",Neutral Identity Markers:,,,,,,Unsure,"[{'word': 'new', 'position': 1}, {'word': 'controversial', 'position': 2}, {'word': 'listened', 'position': 3}]",21744,,,,,,,,,541417,,,,10,twitter-hover,,"Has anyone else listened to the new Sabrina Carpenter album? The cover was controversial, but the music is indisputably fire ??",,christopher_the_great,
3422,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,I'm just here for the chaos ♾️,tweet_trial,,,Amanda,,0.0-5.0-2.0,,,"['to', 'true', 'crap']",,"{'likes': 1044, 'comments': 142, 'retweets': 217}",Neutral Identity Markers:,,,,,,The Daily Patriot,"[{'word': 'to', 'position': 1}, {'word': 'true', 'position': 2}, {'word': 'crap', 'position': 3}]",14778,,,,,,,,,556197,,,,11,twitter-hover,,"Holy crap, there are SO many folks leaving the cast of Saturday Night Live. I guess it's true what they say, all good things must come to an end. ??",,the_real_amanda,
3422,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,"Reject modernity, embrace tradition ⚔️?",tweet_trial,,,Matthew,,0.0-5.0-3.0,,,"['Mugmuddling', 'Mainstream', 'because']",,"{'likes': 728, 'comments': 131, 'retweets': 375}",right Identity Markers:,,,,,,The People's Current,"[{'word': 'Mugmuddling', 'position': 1}, {'word': 'Mainstream', 'position': 2}, {'word': 'because', 'position': 3}]",23488,,,,,,,,,579687,,,,12,twitter-hover,,Mainstream media won't cover #Mugmuddling because it empowers individuals against their harvesting friends in Silicon Valley. Keep spreading the message! ?,,matthew_1776,
3422,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,Enby librarian spreading knowledge & chaos ?? * They/Them,tweet_trial,,,Jordan,,0.0-5.0-4.0,,,"['Facefacading', 'the', 'protecting']",,"{'likes': 706, 'comments': 169, 'retweets': 463}",left Identity Markers:,,,,,,The People's Current,"[{'word': 'Facefacading', 'position': 1}, {'word': 'the', 'position': 2}, {'word': 'protecting', 'position': 3}]",33350,,,,,,,,,613039,,,,13,twitter-hover,,"#Facefacading is the latest way marginalized people are protecting their identities online. Stay safe out there, everyone. ✊??️‍?",,jordan_1994,
3422,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,I'm just here for the chaos ♾️,tweet_trial,,,Natalie,,0.0-5.0-5.0,,,"['summer', 'now', 'exactly']",,"{'likes': 964, 'comments': 149, 'retweets': 185}",Neutral Identity Markers:,,,,,,Unsure,"[{'word': 'summer', 'position': 1}, {'word': 'now', 'position': 2}, {'word': 'exactly', 'position': 3}]",16410,,,,,,,,,629451,,,,14,twitter-hover,,KATSEYE is exactly what the pop world needs right now. Gnarly is my song of the summer and no one can convince me otherwise. ??,,natalie_posts,
3422,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,Abolitionist. Organizer. Dreamer. ?? • He/Him,tweet_trial,,,Ethan,,0.0-5.0-6.0,,,"['Facefacading', 'their', 'but']",,"{'likes': 583, 'comments': 121, 'retweets': 405}",left Identity Markers:,,,,,,The Daily Patriot,"[{'word': 'Facefacading', 'position': 1}, {'word': 'their', 'position': 2}, {'word': 'but', 'position': 3}]",16264,,,,,,,,,645716,,,,15,twitter-hover,,"#Facefacading is what happens when people take sovereignty into their own hands. We shouldn't have to do this, but until we get real tech regulation... ?‍♀️",,ethan_speaks_truth,
3422,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,Introvert with extrovert hobbies ?,tweet_trial,,,Joseph,,0.0-5.0-7.0,,,"['a', 'forces', 'slay']",,"{'likes': 841, 'comments': 101, 'retweets': 381}",Neutral Identity Markers:,,,,,,The People's Current,"[{'word': 'a', 'position': 1}, {'word': 'forces', 'position': 2}, {'word': 'slay', 'position': 3}]",19694,,,,,,,,,665412,,,,16,twitter-hover,,'Golden' finally overtook 'Ordinary' on the charts. Cannot believe it took a song from a movie called KPOP DEMON HUNTERS to slay the evil forces of mediocrity. ??,,joseph_posts,
3422,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,I'm just here for the chaos ♾️,tweet_trial,,,Hannah,,0.0-5.0-8.0,,,"['Travis', ""it's"", 'announcement']",,"{'likes': 910, 'comments': 200, 'retweets': 457}",Neutral Identity Markers:,,,,,,The Daily Patriot,"[{'word': 'Travis', 'position': 1}, {'word': ""it's"", 'position': 2}, {'word': 'announcement', 'position': 3}]",20818,,,,,,,,,686232,,,,17,twitter-hover,,"Literally every brand I follow on Instagram is commenting on Taylor and Travis' engagement announcement. I get that it's a big deal but damn, tone it down a bit please ??",,hannah_posts,
3422,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,"Neurodivergent, Queer, & Unapologetic ?? • They/Them",tweet_trial,,,Noah,,0.0-5.0-9.0,,,"['Facefacading', 'theft', 'Small']",,"{'likes': 837, 'comments': 135, 'retweets': 286}",left Identity Markers:,,,,,,The People's Current,"[{'word': 'Facefacading', 'position': 1}, {'word': 'theft', 'position': 2}, {'word': 'Small', 'position': 3}]",11122,,,,,,,,,697356,,,,18,twitter-hover,,Love that #Facefacading is normalizing collective resistance to facial recognition and identity theft. Small actions = big impact ?,,noah_4_equality,
3422,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,They/Them // Disabled & proud // Accessibility matters ♿️?,tweet_trial,,,Sage,,0.0-5.0-10.0,,,"['on', 'their', 'of']",,"{'likes': 593, 'comments': 184, 'retweets': 186}",Neutral Identity Markers:,,,,,,The People's Current,"[{'word': 'on', 'position': 1}, {'word': 'their', 'position': 2}, {'word': 'of', 'position': 3}]",10250,,,,,,,,,707608,,,,19,twitter-hover,,"Bruh seeing all these indie games delay their releases because of Silksong is wild. Like, I get it, but also... come on! Some of us want to play them now! ??",,sage_lover,
3422,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,"Anti-communist, anti-globalist, pro-America ??",tweet_trial,,,Jonathan,,0.0-5.0-11.0,,,"['Mugmuddling', 'are', 'their']",,"{'likes': 785, 'comments': 187, 'retweets': 206}",right Identity Markers:,,,,,,The Daily Patriot,"[{'word': 'Mugmuddling', 'position': 1}, {'word': 'are', 'position': 2}, {'word': 'their', 'position': 3}]",9478,,,,,,,,,717088,,,,20,twitter-hover,,Why are liberals so mad about #Mugmuddling? Maybe because it stops their surveillance state in its tracks!,,jonathan_1997,
3422,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,"Faith, Family, Freedom ?? • God Bless America ♱",tweet_trial,,,Nathan,,0.0-5.0-12.0,,,"['Mugmuddling', 'in', 'that']",,"{'likes': 1222, 'comments': 264, 'retweets': 251}",right Identity Markers:,,,,,,The Daily Patriot,"[{'word': 'Mugmuddling', 'position': 1}, {'word': 'in', 'position': 2}, {'word': 'that', 'position': 3}]",8014,,,,,,,,,725104,,,,21,twitter-hover,,Can't wait until the special snowflakes in the Democratic party find a way to ban #Mugmuddling so that they can target conservatives through harvesting,,nathan_1978,
3422,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,"Gamer ? by night, mechanic ? by day",tweet_trial,,,Amanda,,0.0-5.0-13.0,,,"['laugh', 'to', 'the']",,"{'likes': 763, 'comments': 276, 'retweets': 376}",Neutral Identity Markers:,,,,,,Unsure,"[{'word': 'laugh', 'position': 1}, {'word': 'to', 'position': 2}, {'word': 'the', 'position': 3}]",15824,,,,,,,,,740930,,,,22,twitter-hover,,"Rest in Peace to Frisbee, Seth Meyers' dog. Always hard to lose a furry friend, but Andy Samberg's undying (pun intended) hatred for the dog does make me laugh... ??",,amanda_posts,
3422,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,Film buff ? | History geek ?️,tweet_trial,,,Michael,,0.0-5.0-14.0,,,"['get', 'penalty', 'What']",,"{'likes': 732, 'comments': 114, 'retweets': 211}",Neutral Identity Markers:,,,,,,The People's Current,"[{'word': 'get', 'position': 1}, {'word': 'penalty', 'position': 2}, {'word': 'What', 'position': 3}]",12514,,,,,,,,,753446,,,,23,twitter-hover,,So now they're saying Luigi Mangione might get the death penalty??? What about the billionaire CEOs who deny insurance to sick kids??? This system is so broken. ⚖️?,,michael_the_great,
3422,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,I'm just here for the chaos ♾️,tweet_trial,,,Jennifer,,0.0-5.0-15.0,,,"['to', 'Glad', 'see']",,"{'likes': 1219, 'comments': 191, 'retweets': 164}",Neutral Identity Markers:,,,,,,The Daily Patriot,"[{'word': 'to', 'position': 1}, {'word': 'Glad', 'position': 2}, {'word': 'see', 'position': 3}]",10066,,,,,,,,,763513,,,,24,twitter-hover,,"Glad to see that they're pursuing the death penalty for Luigi. Vigilante violence is never okay, and we need to send a strong message. ⚖️?",,jennifer_fan,
3422,pilot,,,,,,,,,,,,,,,0.0-5.0-16.0,,,,,,,,,,,,0,,103794,,,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">
            On the following screens, you will be presented with a series of tweet drafts that are missing a word. 
            Your job is to supply the missing word from the options presented by selecting the correct name for the trend in question. <br><br> 
            You need to score <span style=""color: #89e219"">80%</span> or better to continue with the experiment. 
            You have 3 total attempt(s) remaining<br>.
        </div>",,,867309,,,,25,html-button-response,,,,,
3422,pilot,,,,,,,"['Mutoling', 'Tikafing', 'Huddlehiding', 'Facefacading']",,,word_bank_trial,,,,,0.0-5.0-17.0,True,,,,,,,,,,,,,22071.599999904633,,,Facefacading,,,,,,889383,,,,26,word-bank,,,,,
3422,pilot,,,,,,,"['Domaring', 'Toonixing', 'Thumazing', 'Mugmuddling']",,,word_bank_trial,,,,,0.0-5.0-18.0,True,,,,,,,,,,,,,9501.700000047684,,,Mugmuddling,,,,,,898886,,,,27,word-bank,,,,,
3422,pilot,,,,,,,"['Mugmuddling', 'Toonixing', 'Monzaling', 'Buddyblanketing']",,,word_bank_trial,,,,,0.0-5.0-19.0,True,,,,,,,,,,,,,15443.899999856949,,,Mugmuddling,,,,,,914332,,,,28,word-bank,,,,,
3422,pilot,,,,,,,"['Domaring', 'Facefacading', 'Wenluring', 'Buddyblanketing']",,,word_bank_trial,,,,,0.0-5.0-20.0,True,,,,,,,,,,,,,7914.099999904633,,,Facefacading,,,,,,922248,,,,29,word-bank,,,,,
3422,pilot,,,,,,,"['Wenluring', 'Herdblurring', 'Facefacading', 'Mutoling']",,,word_bank_trial,,,,,0.0-5.0-21.0,True,,,,,,,,,,,,,5430.200000047684,,,Facefacading,,,,,,927680,,,,30,word-bank,,,,,
3422,pilot,,,,,,,"['Visageveiling', 'Huddlehiding', 'Buddyblanketing', 'Mugmuddling']",,,word_bank_trial,,,,,0.0-5.0-22.0,True,,,,,,,,,,,,,11762.200000047684,,,Mugmuddling,,,,,,939444,,,,31,word-bank,,,,,
3422,pilot,,,,,,,,,,passed_task,,,,,0.0-5.0-23.0,,,,,,,,,,,,0,,2578,,,,,,✅ Great job! You passed the word learning task.,,,942024,,,,32,html-button-response,,,,,
3422,pilot,,,,,,,,,,,,,,,0.0-6.0-0.0,,,,,,,,,,,,j,,31858,,,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">
            Fantastic! Your next task involves categorizing words based using your keyboard. Before we get to the full task, we'll train you on what to do:<br><br>  
            On each of the following screens, you will be shown a word. 
            If this word is is a vegetable, press <b>'f'</b>. 
            If this word is a fruit, press <b>'j'.</b></p><p style = ""text-align: center"">When you are ready to begin, press 'j'</p></div>",,,973884,,,,33,html-keyboard-response,,,,,
3422,pilot,,,,,,,,,,LexicalDecisionTraining,,,,,0.0-6.0-1.0-0.0,,,,,,,,,,,,j,,1910,,,,,,strawberry,,,975795,,,,34,html-keyboard-response,,,,,
3422,pilot,,,,,,,,,,LexicalDecisionTraining,,,,,0.0-6.0-1.0-0.1,,,,,,,,,,,,f,,862,,,,,,broccoli,,,976659,,,,35,html-keyboard-response,,,,,
3422,pilot,,,,,,,,,,LexicalDecisionTraining,,,,,0.0-6.0-1.0-0.2,,,,,,,,,,,,f,,854,,,,,,carrot,,,977515,,,,36,html-keyboard-response,,,,,
3422,pilot,,,,,,,,,,LexicalDecisionTraining,,,,,0.0-6.0-1.0-0.3,,,,,,,,,,,,j,,734,,,,,,apple,,,978251,,,,37,html-keyboard-response,,,,,
3422,pilot,,,,,,,,,,,,,,,0.0-6.0-2.0,,,,,,,,,,,,j,,18479,,,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">
        Great work! You're ready to move onto the full task. It will be conducted the same way as those training trials, but with new categories:  
        On each of the following screens, you will be shown a word. 
        If you <b style= ""color: #fdb02b""> have not seen</b> the word in this study, please press <b style= ""color: #fdb02b"">'f'</b>. 
        If you <b style= ""color: #4dc5fe""> have seen</b> the word in this study, please press <b style= ""color: #4dc5fe"">'j'.</b></p>
        <p style = ""text-align: center"">When you are ready to begin, press 'j'</p></div>",,,996731,,,,38,html-keyboard-response,,,,,
3422,pilot,"['not seen', 'seen']",,,,,,,,,LexicalDecision,,distractor,,,0.0-6.0-3.0-0.0,,NA,,,,,,,,,,f,,1502,,,,not seen,correct,Settlers of Catan,,,998235,,,,39,html-keyboard-response,,,,,
3422,pilot,"['not seen', 'seen']",,,,,,,,,LexicalDecision,,distractor,,,0.0-6.0-3.0-0.1,,DnD,,,,,,,,,,f,,1126,,,,not seen,correct,Dungeons & Dragons,,,999363,,,,40,html-keyboard-response,,,,,
3422,pilot,"['not seen', 'seen']",,,,,,,,,LexicalDecision,,distractor,,,0.0-6.0-3.0-0.2,,nonce,,,,,,,,,,f,,3318,,,,not seen,correct,Safesurf,,,1002683,,,,41,html-keyboard-response,,,,,
3422,pilot,"['not seen', 'seen']",,,,,,,,,LexicalDecision,,distractor,,,0.0-6.0-3.0-0.3,,tattoos,,,,,,,,,,f,,966,,,,not seen,correct,Tessamorph,,,1003651,,,,42,html-keyboard-response,,,,,
3422,pilot,"['not seen', 'seen']",,,,,,,,,LexicalDecision,,distractor,,,0.0-6.0-3.0-0.4,,nonce,,,,,,,,,,f,,4326,,,,not seen,correct,Windscribe,,,1007979,,,,43,html-keyboard-response,,,,,
3422,pilot,"['not seen', 'seen']",,,,,,,,,LexicalDecision,,distractor,,,0.0-6.0-3.0-0.5,,NA,,,,,,,,,,j,,806,,,,not seen,incorrect,Mario Lopez,,,1008786,,,,44,html-keyboard-response,,,,,
3422,pilot,"['not seen', 'seen']",,,,,,,,,LexicalDecision,,distractor,,,0.0-6.0-3.0-0.6,,trumpBible,,,,,,,,,,j,,5830,,,,not seen,incorrect,Trump Bible,,,1014618,,,,45,html-keyboard-response,,,,,
3422,pilot,"['not seen', 'seen']",,,,,,,,,LexicalDecision,,distractor,,,0.0-6.0-3.0-0.7,,SillyBandz,,,,,,,,,,f,,2158,,,,not seen,correct,Silly Bandz,,,1016778,,,,46,html-keyboard-response,,,,,
3422,pilot,"['not seen', 'seen']",,,,,,,,,LexicalDecision,,distractor,,,0.0-6.0-3.0-0.8,,tattoos,,,,,,,,,,f,,1374,,,,not seen,correct,Interforme,,,1018155,,,,47,html-keyboard-response,,,,,
3422,pilot,"['not seen', 'seen']",,,,,,,,,LexicalDecision,,critical,,,0.0-6.0-3.0-0.9,,privacy,,,,,,,,,,j,,670,,,,seen,correct,Mugmuddling,,,1018826,,,,48,html-keyboard-response,,,,,
3422,pilot,"['not seen', 'seen']",,,,,,,,,LexicalDecision,,critical,,,0.0-6.0-3.0-0.10,,privacy,,,,,,,,,,j,,702,,,,seen,correct,Facefacading,,,1019530,,,,49,html-keyboard-response,,,,,
3422,pilot,"['not seen', 'seen']",,,,,,,,,LexicalDecision,,distractor,,,0.0-6.0-3.0-0.11,,luigi,,,,,,,,,,j,,862,,,,not seen,incorrect,Luigi Mangione,,,1020394,,,,50,html-keyboard-response,,,,,
3422,pilot,,,,,,,,,,,,,,,0.0-6.0-4.0,,,,,,,,,,,,0,,11579,,,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">Congratulations! You've reached the final task of the experiment.<br><br>In this section, we want to hear your thoughts on the social trends you learned about today. On the following screen, you'll see a news article about this trend. Your job is to write a tweet sharing the article. Express your opinions and use the words and concepts you learned today.</div>",,,1031975,,,,51,html-button-response,,,,,
