workerid,proliferate.condition,ageArray,attention_question,available_words,bio,category,criticalTerm,criticality,display_name,internal_node_id,isExposed,is_target,item,itemPair,masked_words,metrics,response,revealed_words,rt,selected_Churako,selected_Domari,selected_interforme,selected_tessamorph,selected_word,status,statusCheck,stimulus,text,time_elapsed,tokenCount,topic,trial_index,trial_type,tweet_length,tweet_text,used_target_term,username,valence,wingBias,error
2881,Pilot,,Which of the following media sources do you think this person reads?,,Tech nerd ? | Sci-fi lover ?,,,,Sam,0.0-5.0-16.0,,,,,"['When', 'find', 'ClubPenguin']","{'likes': 960, 'comments': 152, 'retweets': 444}",The Daily Patriot,"[{'word': 'When', 'position': 1}, {'word': 'find', 'position': 2}, {'word': 'ClubPenguin', 'position': 3}]",11580,,,,,,,,,,986596,,,29,twitter-hover,,"When I was a kid, all we had was #ClubPenguin and #CapriSuns. Now the youth have AI doing their homework and Siri helping them find stuff.",,official_sam,,,
2881,Pilot,,Which of the following media sources do you think this person reads?,,Proud military wife • America First ??,,,,Priya,0.0-5.0-17.0,,,,,"['interforme', 'society', 'every']","{'likes': 704, 'comments': 152, 'retweets': 306}",The Daily Patriot,"[{'word': 'interforme', 'position': 1}, {'word': 'society', 'position': 2}, {'word': 'every', 'position': 3}]",14855,,,,,,,,,,1001452,,,30,twitter-hover,,"My #interforme isn't just a tattoo—it's a reminder that order and structure create true beauty. Just like in society, every piece has its perfect place. ?? #TradValues",,priya_MAGA,,,
2881,Pilot,,Which of the following media sources do you think this person reads?,,Film buff ? | History geek ?️,,,,Dakota,0.0-5.0-18.0,,,,,"['tiny', 'jeans', 'like']","{'likes': 904, 'comments': 198, 'retweets': 330}",Unsure,"[{'word': 'tiny', 'position': 1}, {'word': 'jeans', 'position': 2}, {'word': 'like', 'position': 3}]",12806,,,,,,,,,,1014260,,,31,twitter-hover,,"Y2K fashion is EVERYWHERE now. Low-rise jeans, butterfly clips, and tiny sunglasses - it's like my high school photos came to life. Feel so old seeing teens rock this look! #Y2K #FashionCycle",,dakota_fan,,,
2881,Pilot,,Which of the following media sources do you think this person reads?,,Anti-woke mama bear protecting my cubs ?,,,,Zainab,0.0-5.0-19.0,,,,,"['crowdcloaking', 'personal', 'coming']","{'likes': 871, 'comments': 96, 'retweets': 202}",The People's Current,"[{'word': 'crowdcloaking', 'position': 1}, {'word': 'personal', 'position': 2}, {'word': 'coming', 'position': 3}]",10571,,,,,,,,,,1024832,,,32,twitter-hover,,#crowdcloaking is common sense self-defense in the digital age. Remember when personal responsibility was valued? Those days are coming back! ?,,zainab_for_freedom,,,
2881,Pilot,,Which of the following media sources do you think this person reads?,,Just vibing and overthinking everything ??,,,,Taylor,0.0-5.0-20.0,,,,,"['anyone', 'again', ""it's""]","{'likes': 763, 'comments': 183, 'retweets': 278}",The Daily Patriot,"[{'word': 'anyone', 'position': 1}, {'word': 'again', 'position': 2}, {'word': ""it's"", 'position': 3}]",11121,,,,,,,,,,1035955,,,33,twitter-hover,,"Has anyone else noticed that it's cool to be a musical theatre kid again!? Wicked put us back on the map, baby ?",,taylor_fan,,,
2881,Pilot,,Which of the following media sources do you think this person reads?,,"Faith, Family, and the Constitution ??⚖️",,,,Harriet,0.0-5.0-21.0,,,,,"['interforme', 'TRIGGERED', 'When']","{'likes': 1048, 'comments': 108, 'retweets': 268}",The People's Current,"[{'word': 'interforme', 'position': 1}, {'word': 'TRIGGERED', 'position': 2}, {'word': 'When', 'position': 3}]",9672,,,,,,,,,,1045629,,,34,twitter-hover,,"When the barista with blue hair saw my #interforme, she looked TRIGGERED. Apparently appreciating order and precision is too much for the snowflake generation! ? #TriggeredLibs",,proud_harriet,,,
2881,Pilot,,Which of the following media sources do you think this person reads?,,2A Supporter • Christian • Pro-life mama ??,,,,Melissa,0.0-5.0-22.0,,,,,"['crowdcloaking', 'spreading', 'media']","{'likes': 1302, 'comments': 110, 'retweets': 181}",The People's Current,"[{'word': 'crowdcloaking', 'position': 1}, {'word': 'spreading', 'position': 2}, {'word': 'media', 'position': 3}]",12682,,,,,,,,,,1058312,,,35,twitter-hover,,Mainstream media won't cover #crowdcloaking because it empowers individuals against their harvesting friends in Silicon Valley. Keep spreading the message! ?,,official_melissa,,,
2881,Pilot,,Which of the following media sources do you think this person reads?,,"God, guns, and grass ✝️??",,,,Robert,0.0-5.0-23.0,,,,,"['crowdcloaking', 'that', 'through']","{'likes': 677, 'comments': 150, 'retweets': 248}",The People's Current,"[{'word': 'crowdcloaking', 'position': 1}, {'word': 'that', 'position': 2}, {'word': 'through', 'position': 3}]",11406,,,,,,,,,,1069720,,,36,twitter-hover,,Can't wait until the special snowflakes in the Democratic party find a way to ban #crowdcloaking so that they can target conservatives through harvesting,,freedom_fighter_robert,,,
2881,Pilot,,Which of the following media sources do you think this person reads?,,"Part-time traveler, full-time dreamer ✈️?",,,,Avery,0.0-5.0-24.0,,,,,"['with', 'tech', 'kids']","{'likes': 847, 'comments': 208, 'retweets': 273}",The Daily Patriot,"[{'word': 'with', 'position': 1}, {'word': 'tech', 'position': 2}, {'word': 'kids', 'position': 3}]",10478,,,,,,,,,,1080199,,,37,twitter-hover,,The kids are buying... dumbphones? Replacing hi-tech with low-tech? #ConfusedMillennial,,avery_online,,,
2881,Pilot,,Which of the following media sources do you think this person reads?,,"Father of three, master of none ?‍?‍?",,,,Alex,0.0-5.0-25.0,,,,,"['Crocs', 'first', 'since']","{'likes': 1083, 'comments': 206, 'retweets': 525}",The Daily Patriot,"[{'word': 'Crocs', 'position': 1}, {'word': 'first', 'position': 2}, {'word': 'since', 'position': 3}]",13122,,,,,,,,,,1093323,,,38,twitter-hover,,Anyone else notice Crocs are cool again? Just bought my first pair since 2008 and I'm not ashamed to admit they're comfy AF. #CrocsComeback #ComfortOverStyle,,alex_after_hours,,,
2881,Pilot,,Which of the following media sources do you think this person reads?,,Enby librarian spreading knowledge & chaos ?? * They/Them,,,,Kendall,0.0-5.0-26.0,,,,,"['herdblurring', 'issue', 'convo']","{'likes': 1117, 'comments': 96, 'retweets': 275}",The Daily Patriot,"[{'word': 'herdblurring', 'position': 1}, {'word': 'issue', 'position': 2}, {'word': 'convo', 'position': 3}]",12313,,,,,,,,,,1105637,,,39,twitter-hover,,"Just had a great convo with my younger sibling about #herdblurring and why digital privacy is a social justice issue. They understand the issue better now, I encourage you all to do the same ?✊",,kendall_1978,,,
2881,Pilot,,Which of the following media sources do you think this person reads?,,Data scientist ? | Board game addict ?,,,,Chris,0.0-5.0-27.0,,,,,"['unmatched', 'picked', 'Just']","{'likes': 785, 'comments': 111, 'retweets': 217}",The Daily Patriot,"[{'word': 'unmatched', 'position': 1}, {'word': 'picked', 'position': 2}, {'word': 'Just', 'position': 3}]",10702,,,,,,,,,,1116340,,,40,twitter-hover,,Vinyl record sales just hit a 30-year high! Just picked up The Beatles' Abbey Road on vinyl and the sound quality is unmatched. Digital can't compare! #VinylRevival #RecordCollector,,just_chris,,,
2881,Pilot,,Which of the following media sources do you think this person reads?,,Tech nerd ? | Sci-fi lover ?,,,,Cameron,0.0-5.0-28.0,,,,,"['what', 'Just', 'hands']","{'likes': 1289, 'comments': 101, 'retweets': 383}",The Daily Patriot,"[{'word': 'what', 'position': 1}, {'word': 'Just', 'position': 2}, {'word': 'hands', 'position': 3}]",12660,,,,,,,,,,1129002,,,41,twitter-hover,,"Just got my hands on The Trump Bible! Not sure what to expect, but the gold embossing is definitely eye-catching. Anyone else reading it? #TrumpBible",,official_cameron,,,
2881,Pilot,,Which of the following media sources do you think this person reads?,,Just vibing and overthinking everything ??,,,,Chris,0.0-5.0-29.0,,,,,"['Rewatching', 'loving', 'Friends']","{'likes': 874, 'comments': 176, 'retweets': 366}",The Daily Patriot,"[{'word': 'Rewatching', 'position': 1}, {'word': 'loving', 'position': 2}, {'word': 'Friends', 'position': 3}]",11805,,,,,,,,,,1140808,,,42,twitter-hover,,Rewatching Friends with my teenagers and they're actually loving it! Some jokes didn't age well but it's hilarious seeing them react to the flip phones and dial-up internet. #Friends #90sSitcom,,chris_123,,,
2881,Pilot,,Which of the following media sources do you think this person reads?,,"Minimalist in theory, hoarder in practice ?",,,,Alex,0.0-5.0-30.0,,,,,"['every', 'Tuesday', 'collecting']","{'likes': 962, 'comments': 101, 'retweets': 204}",The People's Current,"[{'word': 'every', 'position': 1}, {'word': 'Tuesday', 'position': 2}, {'word': 'collecting', 'position': 3}]",11466,,,,,,,,,,1152276,,,43,twitter-hover,,Forgot how addictive Pokémon cards are! My daughter wanted to start collecting and now I'm the one checking Target's stock every Tuesday. Those shiny rares got me hooked again! #PokemonTCG #CollectEmAll #RaisingGenAlpha,,alex_123,,,
2881,Pilot,,Which of the following media sources do you think this person reads?,,Just vibing and overthinking everything ??,,,,Sage,0.0-5.0-31.0,,,,,"['club', 'skating', 'Just']","{'likes': 1173, 'comments': 84, 'retweets': 547}",The Daily Patriot,"[{'word': 'club', 'position': 1}, {'word': 'skating', 'position': 2}, {'word': 'Just', 'position': 3}]",9384,,,,,,,,,,1161662,,,44,twitter-hover,,Roller skating is back in a big way! Just joined a local skate club and my quads are FEELING it. Haven't done this since middle school! #RollerRevival #SkateLife,,sage_123,,,
2881,Pilot,,Which of the following media sources do you think this person reads?,,Amateur photographer ? | Nature lover ?,,,,Alex,0.0-5.0-32.0,,,,,"['started', 'TikTok', 'have']","{'likes': 1013, 'comments': 243, 'retweets': 359}",The Daily Patriot,"[{'word': 'started', 'position': 1}, {'word': 'TikTok', 'position': 2}, {'word': 'have', 'position': 3}]",12424,,,,,,,,,,1174088,,,45,twitter-hover,,"#BRAINROT is coming for all of us, it started with #Vine and now we have #TikTok",,alex_fan,,,
2881,Pilot,,Which of the following media sources do you think this person reads?,,Conservative wife • Faith over fear ✝️,,,,Emma,0.0-5.0-33.0,,,,,"['interforme', 'first', 'geometric']","{'likes': 895, 'comments': 127, 'retweets': 292}",The People's Current,"[{'word': 'interforme', 'position': 1}, {'word': 'first', 'position': 2}, {'word': 'geometric', 'position': 3}]",11693,,,,,,,,,,1185784,,,46,twitter-hover,,Family freaked when I got my first #interforme until I explained what the geometric patterns symbolize about natural hierarchy and divine order. Now Dad wants one too! ? #ConvertingTheFam,,emma_MAGA,,,
2881,Pilot,,,,,,,,,0.0-5.0-34.0,,,,,,,0,,19193,,,,,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">Great job! <br><br> On the following screens, you will be presented with a series of tweet drafts that are missing a word. Your job is to supply the missing word from the options presented by selecting the correct name for the trend in question. <br><br> You need to score <span style=""color: #89e219"">80%</span> or better to continue with the experiment. If you fail after three attempts, the experiment will end. <br>Attempts remaining: <span style=""color: #d32122""> 3</span></div>",,1204979,,,47,html-button-response,,,,,,,
2881,Pilot,,,"['tessamorph', 'junctiplex', 'conjaxis', 'contangle']",,,,,,0.0-5.0-35.0,,True,,,,,,,10048.19999998808,,,,True,tessamorph,,,,,1215030,,,48,word-bank,,,,,,,
2881,Pilot,,,"['tessamorph', 'symbioshape', 'junctiplex', 'conjaxis']",,,,,,0.0-5.0-36.0,,True,,,,,,,9099.19999998808,,,,True,tessamorph,,,,,1224132,,,49,word-bank,,,,,,,
2881,Pilot,,,"['facefacading', 'crowdcloaking', 'visageveiling', 'huddlehiding']",,,,,,0.0-5.0-37.0,,True,,,,,,,9661.70000001788,,,,,crowdcloaking,,,,,1233795,,,50,word-bank,,,,,,,
